No,Family,Genus,Species,Botanical_Name,Botanical_NoAuthor,Thai_Name,YCount,Y2023,Y2025,AiTaxonomy,Source,Specificity,WoodDensity_Forest,WoodDensity_Plantation,WD_Class,WD_ForestInRange
159,Ebenaceae,Diospyros,ferrea,Diospyros ferrea (Willd.) Bakh.,Diospyros ferrea,ลำบิด,1,0,1,FALSE,Global,Species,940,,2,
160,Ebenaceae,Diospyros,filipendula,Diospyros filipendula Pierre ex Lecomte,Diospyros filipendula,ลำบิดดง,2,1,1,FALSE,กรมป่าไม้(2548),Genus,1036,,1,
161,Ebenaceae,Diospyros,malabarica,Diospyros malabarica (Desr.) Kostel.,Diospyros malabarica,ตะโกสวน,2,1,1,FALSE,กรมป่าไม้(2548),Genus,1036,,1,
162,Ebenaceae,Diospyros,mollis,Diospyros mollis Griff.,Diospyros mollis,มะเกลือ,2,1,1,FALSE,กรมป่าไม้(2548),Species,1310,,1,
163,Ebenaceae,Diospyros,montana,Diospyros montana Roxb.,Diospyros montana,ถ่านไฟผี,2,1,1,FALSE,กรมป่าไม้(2548),Genus,1036,,1,
164,Ebenaceae,Diospyros,pilosanthera,Diospyros pilosanthera Blanco,Diospyros pilosanthera,กะลิง,2,1,1,FALSE,กรมป่าไม้(2548),Genus,1036,,1,
165,Ebenaceae,Diospyros,rhodocalyx,Diospyros rhodocalyx Kurz,Diospyros rhodocalyx,ตะโกนา,2,1,1,FALSE,กรมป่าไม้(2548),Genus,1036,,1,
166,Ebenaceae,Diospyros,transitoria,Diospyros transitoria Bakh.,Diospyros transitoria,มะพลับทอง,1,1,0,FALSE,กรมป่าไม้(2548),Species,960,,2,
167,Ebenaceae,Diospyros,variegata,Diospyros variegata Kurz,Diospyros variegata,พญารากดำ,1,0,1,FALSE,กรมป่าไม้(2548),Genus,1035,,1,
168,Ebenaceae,Diospyros,venosa,Diospyros venosa Wall. ex A.DC.,Diospyros venosa,จันดำ,2,1,1,FALSE,กรมป่าไม้(2548),Genus,1036,,1,
169,Ebenaceae,Diospyros,wallichii,Diospyros wallichii King & Gamble,Diospyros wallichii,ดำตะโก,1,1,0,FALSE,กรมป่าไม้(2548),Genus,1036,,1,
170,Elaeocarpaceae,Elaeocarpus,Unknown,Elaeocarpus sp.AmnatCharoen1,Elaeocarpus sp.AmnatCharoen1,,1,0,1,FALSE,Global,Genus,490,,3,
171,Elaeocarpaceae,Elaeocarpus,floribundus,Elaeocarpus floribundus Blume,Elaeocarpus floribundus,กาลน,2,1,1,FALSE,Global,Species,439,,3,
172,Elaeocarpaceae,Elaeocarpus,grandiflorus,Elaeocarpus grandiflorus Sm.,Elaeocarpus grandiflorus,ไคร้ย้อย,2,1,1,FALSE,Global,Genus,490,,3,
173,Elaeocarpaceae,Elaeocarpus,hygrophilus,Elaeocarpus hygrophilus Kurz,Elaeocarpus hygrophilus,มะกอกน้ำ,2,1,1,FALSE,Global,Genus,490,,3,
174,Elaeocarpaceae,Elaeocarpus,tectorius,Elaeocarpus tectorius (Lour.) Poir.,Elaeocarpus tectorius,สะท้อนรอก,1,0,1,FALSE,Global,Genus,490,,3,
175,Euphorbiaceae,Alchornea,Unknown,Alchornea sp.1,Alchornea sp.1,,1,1,0,FALSE,"Zanne et al., 2009",Genus,412.8,,3,
176,Euphorbiaceae,Balakata,baccata,Balakata baccata (Roxb.) Esser,Balakata baccata,โพบาย,2,1,1,FALSE,Global,Family,508,,3,
177,Euphorbiaceae,Claoxylon,indicum,Claoxylon indicum (Reinw. ex Blume) Hassk.,Claoxylon indicum,ขางน้ำผึ้ง,2,1,1,FALSE,Global,Species,350,,3,
178,Euphorbiaceae,Cleidion,javanicum,Cleidion javanicum Blume,Cleidion javanicum,ดีหมี,2,1,1,FALSE,Global,Species,450,,3,
179,Euphorbiaceae,Croton,Unknown,Croton sp.Trat1,Croton sp.Trat1,,1,0,1,FALSE,Global,Genus,514,,3,
180,Euphorbiaceae,Croton,hutchinsonianus,Croton hutchinsonianus Hosseus,Croton hutchinsonianus,เปล้าแพะ,2,1,1,FALSE,Global,Genus,515,,3,
181,Euphorbiaceae,Croton,persimilis,Croton persimilis Müll.Arg.,Croton persimilis,เปล้าใหญ่,2,1,1,FALSE,Global,Genus,515,,3,
182,Euphorbiaceae,Erismanthus,sinensis,Erismanthus sinensis Oliv.,Erismanthus sinensis,แอ๊ดใบเล็ก,1,0,1,FALSE,Global,Species,170,,3,
183,Euphorbiaceae,Excoecaria,agallocha,Excoecaria agallocha L.,Excoecaria agallocha,ตาตุ่มทะเล,1,0,1,FALSE,Global,Species,405,,3,
184,Euphorbiaceae,Falconeria,insignis,Falconeria insignis Royle,Falconeria insignis,ตาตุ่มบก,2,1,1,FALSE,Global,Species,310,,3,
185,Euphorbiaceae,Hevea,brasiliensis,Hevea brasiliensis (Willd. ex A.Juss.) Müll.Arg.,Hevea brasiliensis,ยางพารา,2,1,1,TRUE,กรมป่าไม้(2548),Species,700,,2,
186,Euphorbiaceae,Jatropha,curcas,Jatropha curcas L.,Jatropha curcas,สบู่ดำ,1,0,1,FALSE,Global,Species,170,,3,
187,Euphorbiaceae,Macaranga,pruinosa,Macaranga pruinosa (Miq.) Müll. Arg.,Macaranga pruinosa,มะฮังใหญ่,1,0,1,FALSE,Global,Species,310,,3,
188,Euphorbiaceae,Mallotus,nudiflorus,Mallotus nudiflorus (L.) Kulju & Welzen,Mallotus nudiflorus,มะฝ่อ,2,1,1,FALSE,Global,Species,503,,3,
189,Euphorbiaceae,Mallotus,philippensis,Mallotus philippensis (Lam.) Müll.Arg.,Mallotus philippensis,คำแสด,2,1,1,FALSE,IPCC(2006),Species,640,,3,
190,Euphorbiaceae,Suregada,multiflora,Suregada multiflora (A.Juss.) Baill.,Suregada multiflora,ขันทองพยาบาท,2,1,1,FALSE,Global,Species,647,,3,
191,Fabaceae,Acacia,auriculiformis,Acacia auriculiformis A.Cunn. ex Benth.,Acacia auriculiformis,กระถินณรงค์,2,1,1,TRUE,กรมป่าไม้(2548),Species,590,,3,
192,Fabaceae,Acacia,mangium,Acacia mangium Willd.,Acacia mangium,กระถินเทพา,2,1,1,TRUE,Global,Species,640,,3,
193,Fabaceae,Adenanthera,microsperma,Adenanthera microsperma Teijsm. & Binn.,Adenanthera microsperma,มะกล่ำตาไก่,2,1,1,FALSE,Global,Species,640,,3,
194,Fabaceae,Adenanthera,pavonina,Adenanthera pavonina  L.,Adenanthera pavonina,มะกล่ำต้น,1,0,1,FALSE,Global,Species,678,,2,
195,Fabaceae,Adinobotrys,atropurpureus,Adinobotrys atropurpureus (Wall.) Dunn,Adinobotrys atropurpureus,เเซะ,2,1,1,FALSE,กรมป่าไม้(2548),Species,850,,2,
196,Fabaceae,Afzelia,xylocarpa,Afzelia xylocarpa (Kurz) Craib,Afzelia xylocarpa,มะค่าโมง,2,1,1,TRUE,กรมป่าไม้(2548),Species,820,,2,
197,Fabaceae,Albizia,lebbeck,Albizia lebbeck (L.) Benth.,Albizia lebbeck,พฤกษ์,2,1,1,TRUE,กรมป่าไม้(2548),Genus,775,,2,
198,Fabaceae,Albizia,lebbekoides,Albizia lebbekoides (DC.) Benth.,Albizia lebbekoides,คาง,2,1,1,FALSE,กรมป่าไม้(2548),Species,730,,2,
199,Fabaceae,Albizia,odoratissima,Albizia odoratissima (L.f.) Benth.,Albizia odoratissima,กางขี้มอด,2,1,1,FALSE,กรมป่าไม้(2548),Genus,775,,2,
200,Fabaceae,Albizia,procera,Albizia procera (Roxb.) Benth.,Albizia procera,ทิ้งถ่อน,2,1,1,FALSE,Global,Species,573,,3,
201,Fabaceae,Antheroporum,harmandii,Antheroporum harmandii Gagnep.,Antheroporum harmandii,ทะลายเขา,1,1,0,FALSE,Global,Species,317,,3,
202,Fabaceae,Archidendron,jiringa,Archidendron jiringa (Jack) I.C.Nielsen,Archidendron jiringa,ชะเนียง,2,1,1,FALSE,Global,Species,317,,3,
203,Fabaceae,Barnebydendron,riedelii,Barnebydendron riedelii (Tul.) J.H.Kirkbr.,Barnebydendron riedelii,ประดู่แดง,2,1,1,FALSE,IPCC(2006),Species,670,,2,
204,Fabaceae,Bauhinia,purpurea,Bauhinia purpurea L.,Bauhinia purpurea,ชงโค,2,1,1,FALSE,กรมป่าไม้(2548),Species,790,,2,
205,Fabaceae,Bauhinia,saccocalyx,Bauhinia saccocalyx Pierre,Bauhinia saccocalyx,เสี้ยวดอกขาว,1,0,1,FALSE,Global,Genus,808,,2,
206,Fabaceae,Brownea,grandiceps,Brownea grandiceps Jacq.,Brownea grandiceps,โสกสะปัน,2,1,1,FALSE,Global,Brownea indet,1210,,1,
207,Fabaceae,Butea,monosperma,Butea monosperma (Lam.) Kuntze,Butea monosperma,ทองกวาว,2,1,1,TRUE,กรมป่าไม้(2548),Species,1130,,1,
208,Fabaceae,Caesalpinia,sappan,Caesalpinia sappan L.,Caesalpinia sappan,ฝาง,1,0,1,FALSE,Global,Species,835,,2,
209,Fabaceae,Cassia,bakeriana,Cassia bakeriana Craib,Cassia bakeriana,กัลปพฤกษ์,2,1,1,TRUE,Global,Genus,739,,2,
210,Fabaceae,Cassia,fistula,Cassia fistula L.,Cassia fistula,คูน,2,1,1,TRUE,Global,Species,798,,2,
211,Fabaceae,Cassia,grandis,Cassia grandis L.f.,Cassia grandis,กาฬพฤกษ์,2,1,1,FALSE,Global,Genus,739,,2,
212,Fabaceae,Cassia,javanica,Cassia javanica L.,Cassia javanica,ชัยพฤกษ์,2,1,1,FALSE,Global,Species,616,,3,
213,Fabaceae,Cassia,× nealiae,Cassia × nealiae H.S.Irwin & Barneby,Cassia × nealiae,คูนขาว,1,0,1,FALSE,Global,Genus,739,,2,
214,Fabaceae,Dalbergia,cana,Dalbergia cana Graham ex Kurz,Dalbergia cana,กระพี้นางนวล,2,1,1,FALSE,กรมป่าไม้(2548),Genus,1088.33,,1,
215,Fabaceae,Dalbergia,cochinchinensis,Dalbergia cochinchinensis Pierre,Dalbergia cochinchinensis,พะยูง,2,1,1,TRUE,กรมป่าไม้(2548),Species,1032,,1,
216,Fabaceae,Dalbergia,cultrata,Dalbergia cultrata T.S.Ralph,Dalbergia cultrata,กระพี้เขาควาย,2,1,1,FALSE,กรมป่าไม้(2548),Species,1090,,1,
217,Fabaceae,Dalbergia,lanceolaria var. lakhonensis,Dalbergia lanceolaria var. lakhonensis (Gagnep.) Niyomdham & P.H.Hô,Dalbergia lanceolaria var. lakhonensis,ขี้มอด,2,1,1,FALSE,Global,Species,561,,3,
218,Fabaceae,Dalbergia,nigrescens,Dalbergia nigrescens Kurz,Dalbergia nigrescens,ฉนวน,2,1,1,TRUE,กรมป่าไม้(2548),Genus,1088.33,,1,
219,Fabaceae,Dalbergia,oliveri,Dalbergia oliveri Gamble ex Prain,Dalbergia oliveri,ชิงชัน,1,0,1,FALSE,Global,Species,880,,2,
220,Fabaceae,Dalbergia,ovata,Dalbergia ovata Graham ex Benth.,Dalbergia ovata,เก็ดขาว,2,1,1,FALSE,Global,Species,675,,2,
221,Fabaceae,Delonix,regia,Delonix regia (Bojer ex Hook.) Raf.,Delonix regia,หางนกยูงฝรั่ง,2,1,1,TRUE,Global,Species,579,,3,
222,Fabaceae,Dialium,cochinchinense,Dialium cochinchinense Pierre,Dialium cochinchinense,เขลง,2,1,1,TRUE,กรมป่าไม้(2548),Species,1100,,1,
223,Fabaceae,Erythrina,fusca,Erythrina fusca Lour.,Erythrina fusca,ทองหลางน้ำ,2,1,1,FALSE,IPCC(2006),Species,270,,3,
224,Fabaceae,Erythrina,stricta,Erythrina stricta Roxb.,Erythrina stricta,ทองเดือนห้า,1,1,0,FALSE,IPCC(2006),Species,270,,3,
225,Fabaceae,Erythrophleum,succirubrum,Erythrophleum succirubrum Gagnep.,Erythrophleum succirubrum,พันชาด,1,0,1,FALSE,Global,Genus,819,,2,
226,Fabaceae,Gliricidia,sepium,Gliricidia sepium (Jacq.) Kunth,Gliricidia sepium,แคฝรั่ง,2,1,1,FALSE,Global,Species,617,,3,
227,Fabaceae,Imbralyx,leucanthus,Imbralyx leucanthus (Kurz) Z.Q.Song,Imbralyx leucanthus,สาธร,2,1,1,FALSE,The Wood Database (Ipe),Species,1110,,1,
228,Fabaceae,Intsia,palembanica,Intsia palembanica Miq.,Intsia palembanica,หลุมพอ,1,0,1,FALSE,Global,Species,659,,2,
229,Fabaceae,Leucaena,leucocephala,Leucaena leucocephala (Lam.) de Wit,Leucaena leucocephala,กระถินยักษ์,2,1,1,FALSE,IPCC(2006),Species,640,,3,
230,Fabaceae,Millettia,Unknown,Millettia sp.1,Millettia sp.1,,2,1,1,FALSE,กรมป่าไม้(2548),Genus,1200,,1,
231,Fabaceae,Millettia,Unknown,Millettia sp.2,Millettia sp.2,,2,1,1,FALSE,กรมป่าไม้(2548),Genus,1200,,1,
232,Fabaceae,Millettia,Unknown,Millettia sp.Tak1,Millettia sp.Tak1,,1,0,1,FALSE,กรมป่าไม้(2548),Genus,1200,,1,
233,Fabaceae,Millettia,brandisiana,Millettia brandisiana Kurz,Millettia brandisiana,กระพี้จั่น,2,1,1,FALSE,กรมป่าไม้(2548),Genus,1200,,1,
234,Fabaceae,Millettia,xylocarpa,Millettia xylocarpa Miq.,Millettia xylocarpa,จักจั่น,2,1,1,FALSE,กรมป่าไม้(2548),Genus,1200,,1,
235,Fabaceae,Parkia,speciosa,Parkia speciosa Hassk.,Parkia speciosa,สะตอ,2,1,1,FALSE,กรมป่าไม้(2548),Species,500,,3,
236,Fabaceae,Parkia,timoriana,Parkia timoriana (DC.) Merr.,Parkia timoriana,เหรียง,2,1,1,FALSE,กรมป่าไม้(2548),Genus,470,,3,
237,Fabaceae,Peltophorum,dasyrrhachis,Peltophorum dasyrhachis (Miq.) Kurz,Peltophorum dasyrhachis,อะราง,2,1,1,TRUE,Global,Species,595,,3,
238,Fabaceae,Peltophorum,pterocarpum,Peltophorum pterocarpum (DC.) Backer ex K.Heyne,Peltophorum pterocarpum,นนทรี,2,1,1,TRUE,Global,Species,565,,3,
239,Fabaceae,Piliostigma,malabaricum,Piliostigma malabaricum (Roxb.) Benth.,Piliostigma malabaricum,เสี้ยวใหญ่,2,1,1,FALSE,Orwa et al.2009,Species,742.5,,2,665-820
240,Fabaceae,Pithecellobium,dulce,Pithecellobium dulce (Roxb.) Benth.,Pithecellobium dulce,มะขามเทศ,2,1,1,FALSE,Global,Species,684,,2,
241,Fabaceae,Pterocarpus,indicus,Pterocarpus indicus Willd.,Pterocarpus indicus,ประดู่บ้าน,2,1,1,TRUE,กรมป่าไม้(2548),Genus,813.5,,2,
242,Fabaceae,Pterocarpus,macrocarpus,Pterocarpus macrocarpus Kurz,Pterocarpus macrocarpus,ประดู่ป่า,2,1,1,TRUE,กรมป่าไม้(2548),Genus,813.5,,2,
243,Fabaceae,Samanea,saman,Samanea saman (Jacq.) Merr.,Samanea saman,จามจุรี,2,1,1,TRUE,กรมป่าไม้(2548),Species,620,,3,
244,Fabaceae,Saraca,indica,Saraca indica L.,Saraca indica,โสกน้ำ,2,1,1,FALSE,Global,Species,648,,3,
245,Fabaceae,Saraca,thaipingensis,Saraca thaipingensis Cantley ex Prain,Saraca thaipingensis,ศรียะลา,2,1,1,FALSE,Global,Species,470,,3,
246,Fabaceae,Senegalia,catechu,Senegalia catechu (L.f.) P.J.H.Hurter & Mabb.,Senegalia catechu,สีเสียด,2,1,1,FALSE,Global,Acacia catechu(ชื่อเดิม),801,,2,
247,Fabaceae,Senna,garrettiana,Senna garrettiana (Craib) H.S.Irwin & Barneby,Senna garrettiana,แสมสาร,2,1,1,FALSE,Global,Genus,617,,3,
248,Fabaceae,Senna,siamea,Senna siamea (Lam.) H.S.Irwin & Barneby,Senna siamea,ขี้เหล็ก,2,1,1,TRUE,Global,Species,660,,2,
249,Fabaceae,Senna,spectabilis,Senna spectabilis (DC.) H.S.Irwin & Barneby,Senna spectabilis,ขี้เหล็กอเมริกัน,1,0,1,FALSE,Global,Genus,617,,3,
250,Fabaceae,Sindora,siamensis,Sindora siamensis Teijsm. ex Miq.,Sindora siamensis,มะค่าแต้,2,1,1,TRUE,กรมป่าไม้(2548),Genus,1100,,1,
251,Fabaceae,Tamarindus,indica,Tamarindus indica L.,Tamarindus indica,มะขาม,2,1,1,TRUE,กรมป่าไม้(2548),Species,781,,2,
252,Fabaceae,Unknow,Unknown,Unknown genus-Fabaceae-Uttaradit,Unknown genus-Fabaceae-Uttaradit,,1,0,1,FALSE,Global,Family,678,,2,
253,Fabaceae,Xylia,xylocarpa var. kerrii,Xylia xylocarpa var. kerrii (Craib & Hutch.) I.C.Nielsen,Xylia xylocarpa var. kerrii,แดง,2,1,1,TRUE,กรมป่าไม้(2548),,1010,,1,
254,Fagaceae,Castanopsis,nephelioides,Castanopsis nephelioides King ex Hook.f.,Castanopsis nephelioides,ก่อคอแลน,2,1,1,FALSE,Global,Species,520,,3,
255,Fagaceae,Castanopsis,wallichii,Castanopsis wallichii King ex Hook.f.,Castanopsis wallichii,ก่อบ้าน,2,1,1,FALSE,Global,Genus,550,,3,
256,Fagaceae,Lithocarpus,Unknown,Lithocarpus sp.,Lithocarpus sp.,,2,1,1,FALSE,Global,Species,668,,2,
257,Fagaceae,Quercus,kerrii,Quercus kerrii Craib,Quercus kerrii,ก่อแพะ,1,0,1,FALSE,Global,Genus,701,,2,
258,Gentianaceae,Cyrtophyllum,fragrans,Cyrtophyllum fragrans (Roxb.) DC.,Cyrtophyllum fragrans,กันเกรา,2,1,1,FALSE,iPlantz.com,Species,750,,2,650-850
259,Gentianaceae,Fagraea,ceilanica,Fagraea ceilanica Thunb.,Fagraea ceilanica,แก้วมุกดา,2,1,1,FALSE,กรมป่าไม้(2548),Genus,920,,2,
260,Hernandiaceae,Gyrocarpus,americanus,Gyrocarpus americanus Jacq.,Gyrocarpus americanus,ปูเล,2,1,1,FALSE,Global,Species,237,,3,
261,Hypericaceae,Cratoxylum,Unknown,Cratoxylum sp.,Cratoxylum sp.,ติ้ว,1,1,0,FALSE,กรมป่าไม้(2548),Species,800,,2,
262,Hypericaceae,Cratoxylum,cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,ติ้วเกลี้ยง,2,1,1,FALSE,กรมป่าไม้(2548),Genus,800,,2,
263,Hypericaceae,Cratoxylum,formosum subsp. formosum,Cratoxylum formosum subsp. formosum (Jack) Benth. & Hook.f. ex Dyer,Cratoxylum formosum subsp. formosum,ติ้วขาว,2,1,1,FALSE,กรมป่าไม้(2548),Genus,800,,2,
264,Hypericaceae,Cratoxylum,formosum subsp. pruniflorum,Cratoxylum formosum subsp. pruniflorum (Kurz) Gogelein,Cratoxylum formosum subsp. pruniflorum,ติ้วขน,2,1,1,FALSE,กรมป่าไม้(2548),Genus,800,,2,
265,Irvingiaceae,Irvingia,malayana,Irvingia malayana Oliv. ex A.W.Benn.,Irvingia malayana,กระบก,2,1,1,FALSE,กรมป่าไม้(2548),Species,1040,,1,
266,Lamiaceae,Gmelina,Unknown,Gmelina sp.AmnatCharoen1,Gmelina sp.AmnatCharoen1,,1,0,1,FALSE,Global,Genus,464,,3,
267,Lamiaceae,Gmelina,arborea,Gmelina arborea Roxb.,Gmelina arborea,ซ้อ,1,1,0,FALSE,กรมป่าไม้(2548),Species,540,,3,
268,Lamiaceae,Gmelina,arborea,Gmelina elliptica Sm.,Gmelina elliptica,ทองแมว,1,0,1,FALSE,กรมป่าไม้(2548),Species,540,,3,
269,Lamiaceae,Premna,Unknown,Premna sp.,Premna sp.,,2,1,1,FALSE,กรมป่าไม้(2548),Genus,880,,2,
270,Lamiaceae,Premna,tomentosa,Premna tomentosa Willd.,Premna tomentosa,เกีย,1,1,0,FALSE,กรมป่าไม้(2548),Genus,880,,2,
271,Lamiaceae,Tectona,grandis,Tectona grandis L.f.,Tectona grandis,สัก,2,1,1,TRUE,กรมป่าไม้(2548),Species,642,650,3,
272,Lamiaceae,Vitex,canescens,Vitex canescens Kurz,Vitex canescens,ผ่าเสี้ยน,2,1,1,FALSE,กรมป่าไม้(2548),Genus,900,,2,
273,Lamiaceae,Vitex,glabrata,Vitex glabrata R.Br.,Vitex glabrata,ไข่เน่า,1,0,1,FALSE,Global,Species,580,,3,
274,Lamiaceae,Vitex,limonifolia,Vitex limonifolia Wall. ex C.B.Clarke,Vitex limonifolia,สวอง,2,1,1,FALSE,กรมป่าไม้(2548),Genus,900,,2,
275,Lamiaceae,Vitex,peduncularis,Vitex peduncularis Wall. ex Schauer,Vitex peduncularis,กาสามปีก,2,1,1,FALSE,กรมป่าไม้(2548),Genus,900,,2,
276,Lamiaceae,Vitex,pinnata,Vitex pinnata L.,Vitex pinnata,ตีนนก,2,1,1,FALSE,กรมป่าไม้(2548),Genus,900,,2,
277,Lamiaceae,Vitex,quinata,Vitex quinata (Lour.) F.N.Williams,Vitex quinata,ตะพุนเฒ่า,2,1,1,FALSE,กรมป่าไม้(2548),Genus,900,,2,
278,Lamiaceae,Vitex,scabra,Vitex scabra Wall. ex Schauer,Vitex scabra,อีแปะ,2,1,1,FALSE,กรมป่าไม้(2548),Genus,900,,2,
279,Lauraceae,Beilschmiedia,roxburghiana,Beilschmiedia roxburghiana Nees,Beilschmiedia roxburghiana,ฝีหมอบ,2,1,1,FALSE,IPCC(2006),Species,670,,2,
280,Lauraceae,Cinnamomum,Unknown,Cinnamomum sp.Trang1,Cinnamomum sp.Trang1,,1,0,1,FALSE,Global,Genus,470,,3,
281,Lauraceae,Cinnamomum,Unknown,Cinnamomum sp.Trat1,Cinnamomum sp.Trat1,,1,0,1,FALSE,Global,Genus,470,,3,
282,Lauraceae,Cinnamomum,camphora,Cinnamomum camphora (L.) J.Presl,Cinnamomum camphora,การบูร,2,1,1,FALSE,Global,Species,487,,3,
283,Lauraceae,Cinnamomum,iners,Cinnamomum iners (Reinw. ex Nees & T.Nees) Blume,Cinnamomum iners,เชียด,2,1,1,FALSE,Global,Species,499,,3,
284,Lauraceae,Cinnamomum,parthenoxylon,Cinnamomum parthenoxylon (Jack) Meisn.,Cinnamomum parthenoxylon,เทพทาโร,2,1,1,FALSE,Global,Species,580,,3,
285,Lauraceae,Litsea,Unknown,Litsea sp.Trat1,Litsea sp.Trat1,,1,0,1,FALSE,Global,Genus,425,,3,
286,Lauraceae,Litsea,glutinosa,Litsea glutinosa (Lour.) C.B.Rob.,Litsea glutinosa,หมีเหม็น,2,1,1,FALSE,IPCC(2006),Species,400,,3,
287,Lauraceae,Litsea,grandis,Litsea grandis (Nees) Hook.f.,Litsea grandis,กะทังใบใหญ่,2,1,1,FALSE,IPCC(2006),Species,400,,3,
288,Lauraceae,Litsea,umbellata,Litsea umbellata (Lour.) Merr.,Litsea umbellata,ฟันปลา,2,1,1,FALSE,IPCC(2006),Species,400,,3,
289,Lauraceae,Neolitsea,zeylanica,Neolitsea zeylanica (Nees) Merr.,Neolitsea zeylanica,เอียน,1,0,1,FALSE,Global,Genus,533,,3,
290,Lauraceae,Phoebe,tavoyana,Phoebe tavoyana Hook.f.,Phoebe tavoyana,กอหิน,1,1,0,FALSE,กรมป่าไม้(2548),Genus,750,,2,
291,Lauraceae,Unknow,Unknown,Unknown genus-Lauraceae-Trat-1,Unknown genus-Lauraceae-Trat-1,,1,0,1,FALSE,Global,Family,559,,3,
292,Lauraceae,Unknow,Unknown,Unknown genus-Lauraceae-Trat-2,Unknown genus-Lauraceae-Trat-2,,1,0,1,FALSE,Global,Family,559,,3,
293,Lecythidaceae,Barringtonia,Unknown,Barringtonia sp.,Barringtonia sp.,,2,1,1,FALSE,IPCC(2006),,480,,3,
294,Lecythidaceae,Barringtonia,acutangula,Barringtonia acutangula (L.) Gaertn.,Barringtonia acutangula,จิกน้ำ,2,1,1,TRUE,IPCC(2006),,480,,3,
295,Lecythidaceae,Barringtonia,racemosa,Barringtonia racemosa (L.) Gaertn.,Barringtonia racemosa,จิกสวน,2,1,1,FALSE,IPCC(2006),,480,,3,
296,Lecythidaceae,Careya,arborea,Careya arborea Roxb.,Careya arborea,กระโดน,2,1,1,TRUE,Global,Species,731,,2,
297,Lecythidaceae,Couroupita,guianensis,Couroupita guianensis Aubl.,Couroupita guianensis,สาละลังกา,2,1,1,FALSE,Global,Species,434,,3,
298,Loganiaceae,Strychnos,nux-blanda,Strychnos nux-blanda A.W.Hill,Strychnos nux-blanda,แสลงใจ,2,1,1,FALSE,Global,Species,744,,2,
299,Lythraceae,Lagerstroemia,calyculata,Lagerstroemia calyculata Kurz,Lagerstroemia calyculata,ตะแบกแดง,2,1,1,FALSE,กรมป่าไม้(2548),Species,680,,2,
300,Lythraceae,Lagerstroemia,cochinchinensis,Lagerstroemia cochinchinensis Pierre,Lagerstroemia cochinchinensis,ตะแบกเกรียบ,2,1,1,FALSE,กรมป่าไม้(2548),Genus,683.33,,2,
301,Lythraceae,Lagerstroemia,duperreana,Lagerstroemia duperreana Pierre ex Gagnep.,Lagerstroemia duperreana,ตะแบกเปลือกบาง,2,1,1,FALSE,กรมป่าไม้(2548),Genus,683.33,,2,
302,Lythraceae,Lagerstroemia,floribunda,Lagerstroemia floribunda Jack,Lagerstroemia floribunda,ตะแบกนา,2,1,1,TRUE,กรมป่าไม้(2548),Genus,683.33,,2,
303,Lythraceae,Lagerstroemia,loudonii,Lagerstroemia loudonii Teijsm. & Binn.,Lagerstroemia loudonii,อินทรชิต,2,1,1,TRUE,กรมป่าไม้(2548),Genus,683.33,,2,
304,Lythraceae,Lagerstroemia,macrocarpa,Lagerstroemia macrocarpa Kurz,Lagerstroemia macrocarpa,อินทนิลบก,2,1,1,FALSE,กรมป่าไม้(2548),Genus,683.33,,2,
305,Lythraceae,Lagerstroemia,speciosa,Lagerstroemia speciosa (L.) Pers.,Lagerstroemia speciosa,อินทนิลน้ำ,2,1,1,TRUE,กรมป่าไม้(2548),Species,650,,2,
306,Lythraceae,Lagerstroemia,subangulata,Lagerstroemia subangulata (Craib) Furtado & Montien,Lagerstroemia subangulata,สมอร่อง,2,1,1,FALSE,กรมป่าไม้(2548),Genus,683.33,,2,
307,Lythraceae,Lagerstroemia,venusta,Lagerstroemia venusta Wall. ex C.B.Clarke,Lagerstroemia venusta,เสลาเปลือกบาง,2,1,1,FALSE,กรมป่าไม้(2548),Genus,683.33,,2,
308,Lythraceae,Lagerstroemia,villosa,Lagerstroemia villosa Wall. ex Kurz,Lagerstroemia villosa,เสลาเปลือกหนา,1,0,1,FALSE,Global,Species,689,,2,
309,Lythraceae,Sonneratia,alba,Sonneratia alba J.Sm.,Sonneratia alba,ลำแพน,2,1,1,FALSE,Global,Species,509,,3,
310,Lythraceae,Sonneratia,caseolaris,Sonneratia caseolaris (L.) Engl.,Sonneratia caseolaris,ลำพู,2,1,1,FALSE,กรมป่าไม้(2548),Genus,473,,3,
311,Magnoliaceae,Magnolia,champaca,Magnolia champaca (L.) Baill. ex Pierre,Magnolia champaca,จำปา,2,1,1,FALSE,IPCC(2006),Species,520,,3,
312,Magnoliaceae,Magnolia,liliifera,Magnolia liliifera (L.) Baill.,Magnolia liliifera,มณฑา,2,1,1,FALSE,IPCC(2006),Species,520,,3,
313,Magnoliaceae,Magnolia,× alba,Magnolia × alba (DC.) Figlar,Magnolia × alba,จำปี,2,1,1,TRUE,IPCC(2006),Species,520,,3,
314,Malpighiaceae,Hiptage,candicans,Hiptage candicans Hook.f.,Hiptage candicans,กำลังช้างเผือก,1,0,1,FALSE,Global,Family,644,,3,
315,Malpighiaceae,Malpighia,glabra,Malpighia glabra L.,Malpighia glabra,เชอร์รี่ไทย,2,1,1,FALSE,Global,Family,644,,3,
316,Malvaceae,Adansonia,digitata,Adansonia digitata L.,Adansonia digitata,เบาบับ,1,0,1,FALSE,Global,Species,276,,3,
